"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"500:500",92,4,"smote_tomek","knn",0.00150585174560547,87,82,24,7,0.925531914893617,0.773584905660377,0.783783783783784,0.848780487804878,0.846154547980833,0.849558410276997,0.702118017641871,0.879914850769518,0.918356081894821
"500:500",92,4,"smote_enn","knn",0.00429296493530273,82,76,30,12,0.872340425531915,0.716981132075472,0.732142857142857,0.796116504854369,0.790854996730166,0.794660778803693,0.592541592109554,0.749579255661291,0.827579285427539
"500:500",92,4,"da_smote","knn",0.000653982162475586,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,4,"penn","knn",0.00370287895202637,85,88,18,9,0.904255319148936,0.830188679245283,0.825242718446602,0.862944162436548,0.866430914213463,0.86722199919711,0.733450934467217,0.857073225450856,0.911481332798073
"500:500",92,4,"ld_smote","knn",5.79357147216797e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,4,"da_smote_penn","knn",0.00431609153747559,85,88,18,9,0.904255319148936,0.830188679245283,0.825242718446602,0.862944162436548,0.866430914213463,0.86722199919711,0.733450934467217,0.857073225450856,0.911481332798073
"500:500",92,5,"baseline","knn",1.62124633789062e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"smote","knn",4.41074371337891e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"adasyn","knn",4.00543212890625e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"borderline_smote","knn",4.10079956054688e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"smote_tomek","knn",0.00134587287902832,87,82,24,7,0.925531914893617,0.773584905660377,0.783783783783784,0.848780487804878,0.846154547980833,0.849558410276997,0.702118017641871,0.879914850769518,0.918356081894821
"500:500",92,5,"smote_enn","knn",0.0107059478759766,82,76,30,12,0.872340425531915,0.716981132075472,0.732142857142857,0.796116504854369,0.790854996730166,0.794660778803693,0.592541592109554,0.749579255661291,0.827579285427539
"500:500",92,5,"da_smote","knn",0.000672101974487305,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"penn","knn",0.00371885299682617,85,88,18,9,0.904255319148936,0.830188679245283,0.825242718446602,0.862944162436548,0.866430914213463,0.86722199919711,0.733450934467217,0.857073225450856,0.911481332798073
"500:500",92,5,"ld_smote","knn",6.00814819335938e-05,84,88,18,10,0.893617021276596,0.830188679245283,0.823529411764706,0.857142857142857,0.86131918279156,0.861902850260939,0.722646219279998,0.929506593162442,0.932757928542754
"500:500",92,5,"da_smote_penn","knn",0.00430822372436523,85,88,18,9,0.904255319148936,0.830188679245283,0.825242718446602,0.862944162436548,0.866430914213463,0.86722199919711,0.733450934467217,0.857073225450856,0.911481332798073
"500:500",93,1,"baseline","knn",1.9073486328125e-05,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,1,"smote","knn",0.000782012939453125,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,1,"adasyn","knn",0.00301384925842285,83,94,9,14,0.855670103092783,0.912621359223301,0.902173913043478,0.878306878306878,0.883687055767639,0.884145731158042,0.770414938333855,0.957415785947794,0.955760184165749
"500:500",93,1,"borderline_smote","knn",0.00208592414855957,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953942385566224,0.951406265639075
"500:500",93,1,"smote_tomek","knn",0.00195503234863281,86,87,16,11,0.88659793814433,0.844660194174757,0.843137254901961,0.864321608040201,0.865375055445862,0.865629066159544,0.731075221755101,0.92016633136968,0.938344510059053
"500:500",93,1,"smote_enn","knn",0.00504088401794434,73,89,14,24,0.752577319587629,0.864077669902913,0.839080459770115,0.793478260869565,0.80640266413936,0.808327494745271,0.621652781608857,0.828365421347591,0.83495145631068
"500:500",93,1,"da_smote","knn",0.00129890441894531,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.95330810847319,0.950955860274247
"500:500",93,1,"penn","knn",0.00377297401428223,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,1,"ld_smote","knn",0.000890016555786133,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,1,"da_smote_penn","knn",0.00498199462890625,81,93,10,16,0.835051546391753,0.902912621359223,0.89010989010989,0.861702127659574,0.86831940017637,0.868982083875488,0.740637690650545,0.94173714143728,0.945801221098989
"500:500",93,2,"baseline","knn",1.78813934326172e-05,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,2,"smote","knn",0.000777006149291992,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.954463157507092,0.952206986287659
"500:500",93,2,"adasyn","knn",0.00290608406066895,82,94,9,15,0.845360824742268,0.912621359223301,0.901098901098901,0.872340425531915,0.878347508057272,0.878991091982785,0.760728228848038,0.955627831476292,0.95375838254429
"500:500",93,2,"borderline_smote","knn",0.00213384628295898,83,94,9,14,0.855670103092783,0.912621359223301,0.902173913043478,0.878306878306878,0.883687055767639,0.884145731158042,0.770414938333855,0.956962342552744,0.955059553598238
"500:500",93,2,"smote_tomek","knn",0.00218319892883301,86,87,16,11,0.88659793814433,0.844660194174757,0.843137254901961,0.864321608040201,0.865375055445862,0.865629066159544,0.731075221755101,0.92137370144518,0.939145230707637
"500:500",93,2,"smote_enn","knn",0.00499200820922852,73,89,14,24,0.752577319587629,0.864077669902913,0.839080459770115,0.793478260869565,0.80640266413936,0.808327494745271,0.621652781608857,0.813089429867706,0.828345510959864
"500:500",93,2,"da_smote","knn",0.00129294395446777,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,2,"penn","knn",0.00374507904052734,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,2,"ld_smote","knn",0.000814914703369141,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,2,"da_smote_penn","knn",0.00493884086608887,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.943368544710231,0.947452707436693
"500:500",93,3,"baseline","knn",1.69277191162109e-05,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,3,"smote","knn",0.000777006149291992,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.954463157507092,0.952206986287659
"500:500",93,3,"adasyn","knn",0.00289106369018555,83,94,9,14,0.855670103092783,0.912621359223301,0.902173913043478,0.878306878306878,0.883687055767639,0.884145731158042,0.770414938333855,0.957415785947794,0.955760184165749
"500:500",93,3,"borderline_smote","knn",0.00215482711791992,82,94,9,15,0.845360824742268,0.912621359223301,0.901098901098901,0.872340425531915,0.878347508057272,0.878991091982785,0.760728228848038,0.955290528715003,0.952707436693024
"500:500",93,3,"smote_tomek","knn",0.00232696533203125,86,87,16,11,0.88659793814433,0.844660194174757,0.843137254901961,0.864321608040201,0.865375055445862,0.865629066159544,0.731075221755101,0.912147652106618,0.935642077870083
"500:500",93,3,"smote_enn","knn",0.00519514083862305,72,89,14,25,0.742268041237113,0.864077669902913,0.837209302325581,0.786885245901639,0.800860312111647,0.803172855570013,0.612101069352968,0.82972781774762,0.836202582324092
"500:500",93,3,"da_smote","knn",0.00139784812927246,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.95330810847319,0.950955860274247
"500:500",93,3,"penn","knn",0.00370287895202637,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,3,"ld_smote","knn",0.000833988189697266,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,3,"da_smote_penn","knn",0.00494217872619629,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,4,"baseline","knn",1.69277191162109e-05,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,4,"smote","knn",0.000749826431274414,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.954463157507092,0.952206986287659
"500:500",93,4,"adasyn","knn",0.00285696983337402,81,93,10,16,0.835051546391753,0.902912621359223,0.89010989010989,0.861702127659574,0.86831940017637,0.868982083875488,0.740637690650545,0.951658510447984,0.948853968571715
"500:500",93,4,"borderline_smote","knn",0.00200295448303223,82,94,9,15,0.845360824742268,0.912621359223301,0.901098901098901,0.872340425531915,0.878347508057272,0.878991091982785,0.760728228848038,0.955772641027454,0.953458112301071
"500:500",93,4,"smote_tomek","knn",0.0020601749420166,86,87,16,11,0.88659793814433,0.844660194174757,0.843137254901961,0.864321608040201,0.865375055445862,0.865629066159544,0.731075221755101,0.92137370144518,0.939145230707637
"500:500",93,4,"smote_enn","knn",0.00501298904418945,72,89,14,25,0.742268041237113,0.864077669902913,0.837209302325581,0.786885245901639,0.800860312111647,0.803172855570013,0.612101069352968,0.82972781774762,0.836202582324092
"500:500",93,4,"da_smote","knn",0.00142288208007812,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,4,"penn","knn",0.00404000282287598,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,4,"ld_smote","knn",0.000837087631225586,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,4,"da_smote_penn","knn",0.00505805015563965,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,5,"baseline","knn",1.59740447998047e-05,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,5,"smote","knn",0.00075984001159668,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.954463157507092,0.952206986287659
"500:500",93,5,"adasyn","knn",0.00283002853393555,83,94,9,14,0.855670103092783,0.912621359223301,0.902173913043478,0.878306878306878,0.883687055767639,0.884145731158042,0.770414938333855,0.956962342552744,0.955059553598238
"500:500",93,5,"borderline_smote","knn",0.00202488899230957,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.954570420624057,0.951856671003903
"500:500",93,5,"smote_tomek","knn",0.00194096565246582,86,87,16,11,0.88659793814433,0.844660194174757,0.843137254901961,0.864321608040201,0.865375055445862,0.865629066159544,0.731075221755101,0.92137370144518,0.939145230707637
"500:500",93,5,"smote_enn","knn",0.00500297546386719,72,89,14,25,0.742268041237113,0.864077669902913,0.837209302325581,0.786885245901639,0.800860312111647,0.803172855570013,0.612101069352968,0.828422398842284,0.835501951756581
"500:500",93,5,"da_smote","knn",0.00132298469543457,81,93,10,16,0.835051546391753,0.902912621359223,0.89010989010989,0.861702127659574,0.86831940017637,0.868982083875488,0.740637690650545,0.951471607328512,0.949154238814934
"500:500",93,5,"penn","knn",0.00393486022949219,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",93,5,"ld_smote","knn",0.000996112823486328,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.953828880414058,0.951756580922831
"500:500",93,5,"da_smote_penn","knn",0.00495290756225586,81,94,9,16,0.835051546391753,0.912621359223301,0.9,0.866310160427808,0.872975301649228,0.873836452807527,0.751101319675735,0.944404827613319,0.94905414873386
"500:500",94,1,"baseline","knn",1.59740447998047e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"smote","knn",4.1961669921875e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"adasyn","knn",4.38690185546875e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"borderline_smote","knn",4.00543212890625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"smote_tomek","knn",0.00128698348999023,87,77,25,11,0.887755102040816,0.754901960784314,0.776785714285714,0.828571428571429,0.81863793414848,0.821328531412565,0.647205294117899,0.882994071707214,0.903561424569828
"500:500",94,1,"smote_enn","knn",0.00427007675170898,80,74,28,18,0.816326530612245,0.725490196078431,0.740740740740741,0.776699029126214,0.769569291719663,0.770908363345338,0.54345018450185,0.761997874384879,0.817126850740296
"500:500",94,1,"da_smote","knn",0.000657796859741211,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"penn","knn",0.00373601913452148,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,1,"ld_smote","knn",6.50882720947266e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,1,"da_smote_penn","knn",0.00467300415039062,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,2,"baseline","knn",1.59740447998047e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"smote","knn",4.50611114501953e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"adasyn","knn",4.00543212890625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"borderline_smote","knn",3.88622283935547e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"smote_tomek","knn",0.00129508972167969,87,77,25,11,0.887755102040816,0.754901960784314,0.776785714285714,0.828571428571429,0.81863793414848,0.821328531412565,0.647205294117899,0.882994071707214,0.903561424569828
"500:500",94,2,"smote_enn","knn",0.00490593910217285,80,74,28,18,0.816326530612245,0.725490196078431,0.740740740740741,0.776699029126214,0.769569291719663,0.770908363345338,0.54345018450185,0.761997874384879,0.817126850740296
"500:500",94,2,"da_smote","knn",0.000733852386474609,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"penn","knn",0.0037529468536377,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,2,"ld_smote","knn",6.103515625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,2,"da_smote_penn","knn",0.00502204895019531,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,3,"baseline","knn",1.71661376953125e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"smote","knn",4.38690185546875e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"adasyn","knn",4.10079956054688e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"borderline_smote","knn",3.98159027099609e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"smote_tomek","knn",0.00129604339599609,87,77,25,11,0.887755102040816,0.754901960784314,0.776785714285714,0.828571428571429,0.81863793414848,0.821328531412565,0.647205294117899,0.882994071707214,0.903561424569828
"500:500",94,3,"smote_enn","knn",0.00427794456481934,80,74,28,18,0.816326530612245,0.725490196078431,0.740740740740741,0.776699029126214,0.769569291719663,0.770908363345338,0.54345018450185,0.761997874384879,0.817126850740296
"500:500",94,3,"da_smote","knn",0.000649929046630859,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"penn","knn",0.00383400917053223,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,3,"ld_smote","knn",6.50882720947266e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,3,"da_smote_penn","knn",0.00437092781066895,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,4,"baseline","knn",1.9073486328125e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"smote","knn",4.81605529785156e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"adasyn","knn",4.00543212890625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"borderline_smote","knn",4.00543212890625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"smote_tomek","knn",0.00128698348999023,87,77,25,11,0.887755102040816,0.754901960784314,0.776785714285714,0.828571428571429,0.81863793414848,0.821328531412565,0.647205294117899,0.882994071707214,0.903561424569828
"500:500",94,4,"smote_enn","knn",0.00428199768066406,80,74,28,18,0.816326530612245,0.725490196078431,0.740740740740741,0.776699029126214,0.769569291719663,0.770908363345338,0.54345018450185,0.761997874384879,0.817126850740296
"500:500",94,4,"da_smote","knn",0.000644922256469727,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"penn","knn",0.00371193885803223,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,4,"ld_smote","knn",9.51290130615234e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,4,"da_smote_penn","knn",0.00430512428283691,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,5,"baseline","knn",1.78813934326172e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"smote","knn",4.69684600830078e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"adasyn","knn",4.60147857666016e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"borderline_smote","knn",4.50611114501953e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"smote_tomek","knn",0.00140500068664551,87,77,25,11,0.887755102040816,0.754901960784314,0.776785714285714,0.828571428571429,0.81863793414848,0.821328531412565,0.647205294117899,0.882994071707214,0.903561424569828
"500:500",94,5,"smote_enn","knn",0.00438189506530762,80,74,28,18,0.816326530612245,0.725490196078431,0.740740740740741,0.776699029126214,0.769569291719663,0.770908363345338,0.54345018450185,0.761997874384879,0.817126850740296
"500:500",94,5,"da_smote","knn",0.000679969787597656,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"penn","knn",0.0038139820098877,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",94,5,"ld_smote","knn",6.103515625e-05,83,81,21,15,0.846938775510204,0.794117647058823,0.798076923076923,0.821782178217822,0.820103059140157,0.820528211284514,0.641441557132198,0.907622307011425,0.904861944777911
"500:500",94,5,"da_smote_penn","knn",0.00446605682373047,84,81,21,14,0.857142857142857,0.794117647058823,0.8,0.827586206896552,0.82502864732539,0.82563025210084,0.651945681144681,0.860476765997038,0.89390756302521
"500:500",95,1,"baseline","knn",1.71661376953125e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"smote","knn",4.48226928710938e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"adasyn","knn",4.10079956054688e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"borderline_smote","knn",4.41074371337891e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"smote_tomek","knn",0.00131583213806152,92,75,15,18,0.836363636363636,0.833333333333333,0.85981308411215,0.847926267281106,0.834847109936722,0.834848484848485,0.667978628855195,0.921443412907643,0.923181818181818
"500:500",95,1,"smote_enn","knn",0.0247790813446045,90,73,17,20,0.818181818181818,0.811111111111111,0.841121495327103,0.829493087557604,0.814638793353449,0.814646464646465,0.627678259090176,0.844810833244571,0.84010101010101
"500:500",95,1,"da_smote","knn",0.00102996826171875,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"penn","knn",0.00449299812316895,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,1,"ld_smote","knn",9.60826873779297e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,1,"da_smote_penn","knn",0.00500297546386719,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,2,"baseline","knn",1.9073486328125e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,2,"smote","knn",4.91142272949219e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,2,"adasyn","knn",4.91142272949219e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,2,"borderline_smote","knn",4.60147857666016e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
