"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"500:500",95,2,"smote_tomek","knn",0.00146102905273438,92,75,15,18,0.836363636363636,0.833333333333333,0.85981308411215,0.847926267281106,0.834847109936722,0.834848484848485,0.667978628855195,0.921443412907643,0.923181818181818
"500:500",95,2,"smote_enn","knn",0.00480198860168457,90,73,17,20,0.818181818181818,0.811111111111111,0.841121495327103,0.829493087557604,0.814638793353449,0.814646464646465,0.627678259090176,0.844810833244571,0.84010101010101
"500:500",95,2,"da_smote","knn",0.000780105590820312,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,2,"penn","knn",0.00426506996154785,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,2,"ld_smote","knn",0.000113964080810547,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,2,"da_smote_penn","knn",0.00532698631286621,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,3,"baseline","knn",1.81198120117188e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"smote","knn",5.00679016113281e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"adasyn","knn",4.50611114501953e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"borderline_smote","knn",4.79221343994141e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"smote_tomek","knn",0.00148916244506836,92,75,15,18,0.836363636363636,0.833333333333333,0.85981308411215,0.847926267281106,0.834847109936722,0.834848484848485,0.667978628855195,0.921443412907643,0.923181818181818
"500:500",95,3,"smote_enn","knn",0.00488400459289551,90,73,17,20,0.818181818181818,0.811111111111111,0.841121495327103,0.829493087557604,0.814638793353449,0.814646464646465,0.627678259090176,0.844810833244571,0.84010101010101
"500:500",95,3,"da_smote","knn",0.000746965408325195,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"penn","knn",0.00425601005554199,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,3,"ld_smote","knn",6.69956207275391e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,3,"da_smote_penn","knn",0.00501298904418945,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,4,"baseline","knn",1.88350677490234e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"smote","knn",5.00679016113281e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"adasyn","knn",4.22000885009766e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"borderline_smote","knn",5.00679016113281e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"smote_tomek","knn",0.00129294395446777,92,75,15,18,0.836363636363636,0.833333333333333,0.85981308411215,0.847926267281106,0.834847109936722,0.834848484848485,0.667978628855195,0.921443412907643,0.923181818181818
"500:500",95,4,"smote_enn","knn",0.0042572021484375,90,73,17,20,0.818181818181818,0.811111111111111,0.841121495327103,0.829493087557604,0.814638793353449,0.814646464646465,0.627678259090176,0.844810833244571,0.84010101010101
"500:500",95,4,"da_smote","knn",0.000659942626953125,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"penn","knn",0.00373697280883789,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,4,"ld_smote","knn",5.91278076171875e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,4,"da_smote_penn","knn",0.00430107116699219,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,5,"baseline","knn",1.9073486328125e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"smote","knn",4.60147857666016e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"adasyn","knn",4.1961669921875e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"borderline_smote","knn",4.10079956054688e-05,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"smote_tomek","knn",0.00130105018615723,92,75,15,18,0.836363636363636,0.833333333333333,0.85981308411215,0.847926267281106,0.834847109936722,0.834848484848485,0.667978628855195,0.921443412907643,0.923181818181818
"500:500",95,5,"smote_enn","knn",0.00425910949707031,90,73,17,20,0.818181818181818,0.811111111111111,0.841121495327103,0.829493087557604,0.814638793353449,0.814646464646465,0.627678259090176,0.844810833244571,0.84010101010101
"500:500",95,5,"da_smote","knn",0.000658988952636719,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"penn","knn",0.00374603271484375,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",95,5,"ld_smote","knn",0.000102996826171875,86,80,10,24,0.781818181818182,0.888888888888889,0.895833333333333,0.83495145631068,0.833636308559971,0.835353535353535,0.667879626926287,0.94741143269246,0.934747474747475
"500:500",95,5,"da_smote_penn","knn",0.00432395935058594,87,80,10,23,0.790909090909091,0.888888888888889,0.896907216494845,0.840579710144928,0.838469023298,0.83989898989899,0.676695030979612,0.896292065589767,0.913585858585859
"500:500",96,1,"baseline","knn",1.9073486328125e-05,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,1,"smote","knn",0.000808954238891602,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,1,"adasyn","knn",0.00291609764099121,97,73,14,16,0.858407079646018,0.839080459770115,0.873873873873874,0.866071428571429,0.848688757471962,0.848743769708066,0.695791002907001,0.94268232137291,0.927067439731462
"500:500",96,1,"borderline_smote","knn",0.00201582908630371,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942992105744993,0.92655884447157
"500:500",96,1,"smote_tomek","knn",0.00202202796936035,102,69,18,11,0.902654867256637,0.793103448275862,0.85,0.875536480686695,0.846107964638219,0.84787915776625,0.704079398801659,0.893385059476978,0.904943545926152
"500:500",96,1,"smote_enn","knn",0.00506711006164551,88,73,14,25,0.778761061946903,0.839080459770115,0.862745098039216,0.818604651162791,0.808358330141695,0.808920760858509,0.612721071235004,0.854720033506538,0.845793917200692
"500:500",96,1,"da_smote","knn",0.00134086608886719,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,1,"penn","knn",0.0038149356842041,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.929598199739442,0.923202115756281
"500:500",96,1,"ld_smote","knn",0.000905990600585938,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,1,"da_smote_penn","knn",0.00494289398193359,96,72,15,17,0.849557522123894,0.827586206896552,0.864864864864865,0.857142857142857,0.83849990296657,0.838571864510223,0.675496675857067,0.927797463294443,0.920760858508799
"500:500",96,2,"baseline","knn",1.69277191162109e-05,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,2,"smote","knn",0.000822067260742188,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,2,"adasyn","knn",0.00294995307922363,97,72,15,16,0.858407079646018,0.827586206896552,0.866071428571429,0.862222222222222,0.842855775929307,0.842996643271285,0.685122714240072,0.941182549491881,0.924829620587936
"500:500",96,2,"borderline_smote","knn",0.00209188461303711,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942992105744993,0.92655884447157
"500:500",96,2,"smote_tomek","knn",0.00199508666992188,102,69,18,11,0.902654867256637,0.793103448275862,0.85,0.875536480686695,0.846107964638219,0.84787915776625,0.704079398801659,0.894588331808527,0.905859017393958
"500:500",96,2,"smote_enn","knn",0.00506901741027832,89,73,14,24,0.787610619469027,0.839080459770115,0.864077669902913,0.824074074074074,0.812938300674717,0.813345539619571,0.621652781608857,0.856169962566194,0.847116264876411
"500:500",96,2,"da_smote","knn",0.00133204460144043,96,72,15,17,0.849557522123894,0.827586206896552,0.864864864864865,0.857142857142857,0.83849990296657,0.838571864510223,0.675496675857067,0.938965863827132,0.922134065710508
"500:500",96,2,"penn","knn",0.00376605987548828,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.929598199739442,0.923202115756281
"500:500",96,2,"ld_smote","knn",0.000844955444335938,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,2,"da_smote_penn","knn",0.00504493713378906,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.929598199739442,0.923202115756281
"500:500",96,3,"baseline","knn",1.78813934326172e-05,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,3,"smote","knn",0.000804901123046875,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,3,"adasyn","knn",0.00332307815551758,97,72,15,16,0.858407079646018,0.827586206896552,0.866071428571429,0.862222222222222,0.842855775929307,0.842996643271285,0.685122714240072,0.939901681868344,0.92325297528227
"500:500",96,3,"borderline_smote","knn",0.00230693817138672,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,3,"smote_tomek","knn",0.00200390815734863,102,69,18,11,0.902654867256637,0.793103448275862,0.85,0.875536480686695,0.846107964638219,0.84787915776625,0.704079398801659,0.893385059476978,0.904943545926152
"500:500",96,3,"smote_enn","knn",0.0049741268157959,89,73,14,24,0.787610619469027,0.839080459770115,0.864077669902913,0.824074074074074,0.812938300674717,0.813345539619571,0.621652781608857,0.855153904519214,0.846404231512562
"500:500",96,3,"da_smote","knn",0.0013430118560791,97,73,14,16,0.858407079646018,0.839080459770115,0.873873873873874,0.866071428571429,0.848688757471962,0.848743769708066,0.695791002907001,0.94268232137291,0.927067439731462
"500:500",96,3,"penn","knn",0.00383806228637695,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.929598199739442,0.923202115756281
"500:500",96,3,"ld_smote","knn",0.000838994979858398,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,3,"da_smote_penn","knn",0.00496912002563477,96,71,16,17,0.849557522123894,0.816091954022989,0.857142857142857,0.853333333333333,0.832656626878701,0.832824738073441,0.664804721528326,0.926019132405169,0.918319601261316
"500:500",96,4,"baseline","knn",1.69277191162109e-05,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,4,"smote","knn",0.000783920288085938,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.941342791698764,0.925134777743871
"500:500",96,4,"adasyn","knn",0.00286483764648438,98,72,15,15,0.867256637168142,0.827586206896552,0.867256637168142,0.867256637168142,0.847189253213142,0.847421422032347,0.694842844064693,0.940885802917367,0.924473603906012
"500:500",96,4,"borderline_smote","knn",0.00208282470703125,96,73,14,17,0.849557522123894,0.839080459770115,0.872727272727273,0.860986547085202,0.844302739699971,0.844318990947004,0.686233986762624,0.942171748878368,0.92584681110772
"500:500",96,4,"smote_tomek","knn",0.00228023529052734,102,69,18,11,0.902654867256637,0.793103448275862,0.85,0.875536480686695,0.846107964638219,0.84787915776625,0.704079398801659,0.894588331808527,0.905859017393958
"500:500",96,4,"smote_enn","knn",0.0245850086212158,88,73,14,25,0.778761061946903,0.839080459770115,0.862745098039216,0.818604651162791,0.808358330141695,0.808920760858509,0.612721071235004,0.854720033506538,0.845793917200692
